keyids,motion path,annotations
4314,datasets/motions/flag_subset_guoh3dfeats/M003P004A058R003.npy,High Knee
4315,datasets/motions/flag_subset_guoh3dfeats/M003P004A059R001.npy,Clap Jacks
4316,datasets/motions/flag_subset_guoh3dfeats/M003P004A059R002.npy,Clap Jacks
4317,datasets/motions/flag_subset_guoh3dfeats/M003P004A059R003.npy,Clap Jacks
4318,datasets/motions/flag_subset_guoh3dfeats/M003P004A060R001.npy,Run In Place With Arm Swing
4319,datasets/motions/flag_subset_guoh3dfeats/M003P004A060R002.npy,Run In Place With Arm Swing
4320,datasets/motions/flag_subset_guoh3dfeats/M003P004A060R003.npy,Run In Place With Arm Swing
4321,datasets/motions/flag_subset_guoh3dfeats/M003P005A001R001.npy,Svend Press
4322,datasets/motions/flag_subset_guoh3dfeats/M003P005A001R002.npy,Svend Press
4323,datasets/motions/flag_subset_guoh3dfeats/M003P005A001R003.npy,Svend Press
4324,datasets/motions/flag_subset_guoh3dfeats/M003P005A002R001.npy,Kneeling Push-ups
4325,datasets/motions/flag_subset_guoh3dfeats/M003P005A002R002.npy,Kneeling Push-ups
4326,datasets/motions/flag_subset_guoh3dfeats/M003P005A002R003.npy,Kneeling Push-ups
4327,datasets/motions/flag_subset_guoh3dfeats/M003P005A003R001.npy,Standing Straight-arm Chest Press With Resistance Band
4328,datasets/motions/flag_subset_guoh3dfeats/M003P005A003R002.npy,Standing Straight-arm Chest Press With Resistance Band
4329,datasets/motions/flag_subset_guoh3dfeats/M003P005A003R003.npy,Standing Straight-arm Chest Press With Resistance Band
4330,datasets/motions/flag_subset_guoh3dfeats/M003P005A004R001.npy,Small Dumbbell Floor Flies
4331,datasets/motions/flag_subset_guoh3dfeats/M003P005A004R002.npy,Small Dumbbell Floor Flies
4332,datasets/motions/flag_subset_guoh3dfeats/M003P005A004R003.npy,Small Dumbbell Floor Flies
4333,datasets/motions/flag_subset_guoh3dfeats/M003P005A005R001.npy,Chest Fly
4334,datasets/motions/flag_subset_guoh3dfeats/M003P005A005R002.npy,Chest Fly
4335,datasets/motions/flag_subset_guoh3dfeats/M003P005A005R003.npy,Chest Fly
4336,datasets/motions/flag_subset_guoh3dfeats/M003P005A006R001.npy,Push-ups
4337,datasets/motions/flag_subset_guoh3dfeats/M003P005A006R002.npy,Push-ups
4338,datasets/motions/flag_subset_guoh3dfeats/M003P005A006R003.npy,Push-ups
4339,datasets/motions/flag_subset_guoh3dfeats/M003P005A007R001.npy,Bent-over W-shape Stretch
4340,datasets/motions/flag_subset_guoh3dfeats/M003P005A007R002.npy,Bent-over W-shape Stretch
4341,datasets/motions/flag_subset_guoh3dfeats/M003P005A007R003.npy,Bent-over W-shape Stretch
4342,datasets/motions/flag_subset_guoh3dfeats/M003P005A008R001.npy,Bent-over Y-shape Stretch
4343,datasets/motions/flag_subset_guoh3dfeats/M003P005A008R002.npy,Bent-over Y-shape Stretch
4344,datasets/motions/flag_subset_guoh3dfeats/M003P005A008R003.npy,Bent-over Y-shape Stretch
4345,datasets/motions/flag_subset_guoh3dfeats/M003P005A009R001.npy,Bent-over A-shape Stretch
4346,datasets/motions/flag_subset_guoh3dfeats/M003P005A009R002.npy,Bent-over A-shape Stretch
4347,datasets/motions/flag_subset_guoh3dfeats/M003P005A009R003.npy,Bent-over A-shape Stretch
4348,datasets/motions/flag_subset_guoh3dfeats/M003P005A010R001.npy,Squat With Arm Lift
4349,datasets/motions/flag_subset_guoh3dfeats/M003P005A010R002.npy,Squat With Arm Lift
4350,datasets/motions/flag_subset_guoh3dfeats/M003P005A010R003.npy,Squat With Arm Lift
4351,datasets/motions/flag_subset_guoh3dfeats/M003P005A011R001.npy,Breaststroke Arm Pull
4352,datasets/motions/flag_subset_guoh3dfeats/M003P005A011R002.npy,Breaststroke Arm Pull
4353,datasets/motions/flag_subset_guoh3dfeats/M003P005A011R003.npy,Breaststroke Arm Pull
4354,datasets/motions/flag_subset_guoh3dfeats/M003P005A012R001.npy,Prone Y-shape Stretch
4355,datasets/motions/flag_subset_guoh3dfeats/M003P005A012R002.npy,Prone Y-shape Stretch
4356,datasets/motions/flag_subset_guoh3dfeats/M003P005A012R003.npy,Prone Y-shape Stretch
4357,datasets/motions/flag_subset_guoh3dfeats/M003P005A013R001.npy,Lateral Raise Forward Circles
4358,datasets/motions/flag_subset_guoh3dfeats/M003P005A013R002.npy,Lateral Raise Forward Circles
4359,datasets/motions/flag_subset_guoh3dfeats/M003P005A013R003.npy,Lateral Raise Forward Circles
4360,datasets/motions/flag_subset_guoh3dfeats/M003P005A014R001.npy,Lateral Raise Backward Circles
4361,datasets/motions/flag_subset_guoh3dfeats/M003P005A014R002.npy,Lateral Raise Backward Circles
4362,datasets/motions/flag_subset_guoh3dfeats/M003P005A014R003.npy,Lateral Raise Backward Circles
4363,datasets/motions/flag_subset_guoh3dfeats/M003P005A015R001.npy,Lying Shoulder Joint Upward Round
4364,datasets/motions/flag_subset_guoh3dfeats/M003P005A015R002.npy,Lying Shoulder Joint Upward Round
4365,datasets/motions/flag_subset_guoh3dfeats/M003P005A015R003.npy,Lying Shoulder Joint Upward Round
4366,datasets/motions/flag_subset_guoh3dfeats/M003P005A016R001.npy,Lying Shoulder Joint Downward Round
4367,datasets/motions/flag_subset_guoh3dfeats/M003P005A016R002.npy,Lying Shoulder Joint Downward Round
4368,datasets/motions/flag_subset_guoh3dfeats/M003P005A016R003.npy,Lying Shoulder Joint Downward Round
4369,datasets/motions/flag_subset_guoh3dfeats/M003P005A017R001.npy,Bare-handed Full Lateral Raise
4370,datasets/motions/flag_subset_guoh3dfeats/M003P005A017R002.npy,Bare-handed Full Lateral Raise
4371,datasets/motions/flag_subset_guoh3dfeats/M003P005A017R003.npy,Bare-handed Full Lateral Raise
4372,datasets/motions/flag_subset_guoh3dfeats/M003P005A018R001.npy,Bare-handed Cuban Press
4373,datasets/motions/flag_subset_guoh3dfeats/M003P005A018R002.npy,Bare-handed Cuban Press
4374,datasets/motions/flag_subset_guoh3dfeats/M003P005A018R003.npy,Bare-handed Cuban Press
4375,datasets/motions/flag_subset_guoh3dfeats/M003P005A019R001.npy,Fortune Cat
4376,datasets/motions/flag_subset_guoh3dfeats/M003P005A019R002.npy,Fortune Cat
4377,datasets/motions/flag_subset_guoh3dfeats/M003P005A019R003.npy,Fortune Cat
4378,datasets/motions/flag_subset_guoh3dfeats/M003P005A020R001.npy,Dumbbell Curls
4379,datasets/motions/flag_subset_guoh3dfeats/M003P005A020R002.npy,Dumbbell Curls
4380,datasets/motions/flag_subset_guoh3dfeats/M003P005A020R003.npy,Dumbbell Curls
4381,datasets/motions/flag_subset_guoh3dfeats/M003P005A021R001.npy,Alternate Dumbbell Curls
4382,datasets/motions/flag_subset_guoh3dfeats/M003P005A021R002.npy,Alternate Dumbbell Curls
4383,datasets/motions/flag_subset_guoh3dfeats/M003P005A021R003.npy,Alternate Dumbbell Curls
4384,datasets/motions/flag_subset_guoh3dfeats/M003P005A022R001.npy,Right-side Kettlebell Bent-over Row
4385,datasets/motions/flag_subset_guoh3dfeats/M003P005A022R002.npy,Right-side Kettlebell Bent-over Row
4386,datasets/motions/flag_subset_guoh3dfeats/M003P005A022R003.npy,Right-side Kettlebell Bent-over Row
4387,datasets/motions/flag_subset_guoh3dfeats/M003P005A023R001.npy,Wrist Joint Warm-up
4388,datasets/motions/flag_subset_guoh3dfeats/M003P005A023R002.npy,Wrist Joint Warm-up
4389,datasets/motions/flag_subset_guoh3dfeats/M003P005A023R003.npy,Wrist Joint Warm-up
4390,datasets/motions/flag_subset_guoh3dfeats/M003P005A024R001.npy,Right-side Bent-over Tricep Extension With Resistance Band
4391,datasets/motions/flag_subset_guoh3dfeats/M003P005A024R002.npy,Right-side Bent-over Tricep Extension With Resistance Band
4392,datasets/motions/flag_subset_guoh3dfeats/M003P005A024R003.npy,Right-side Bent-over Tricep Extension With Resistance Band
4393,datasets/motions/flag_subset_guoh3dfeats/M003P005A025R001.npy,Bent-over Dumbbell Tricep Extension
4394,datasets/motions/flag_subset_guoh3dfeats/M003P005A025R002.npy,Bent-over Dumbbell Tricep Extension
4395,datasets/motions/flag_subset_guoh3dfeats/M003P005A025R003.npy,Bent-over Dumbbell Tricep Extension
4396,datasets/motions/flag_subset_guoh3dfeats/M003P005A026R001.npy,Nod And Raise Head
4397,datasets/motions/flag_subset_guoh3dfeats/M003P005A026R002.npy,Nod And Raise Head
4398,datasets/motions/flag_subset_guoh3dfeats/M003P005A026R003.npy,Nod And Raise Head
4399,datasets/motions/flag_subset_guoh3dfeats/M003P005A027R001.npy,Two-way Head Turn
4400,datasets/motions/flag_subset_guoh3dfeats/M003P005A027R002.npy,Two-way Head Turn
4401,datasets/motions/flag_subset_guoh3dfeats/M003P005A027R003.npy,Two-way Head Turn
4402,datasets/motions/flag_subset_guoh3dfeats/M003P005A028R001.npy,Shrug And Sink The Shoulders
4403,datasets/motions/flag_subset_guoh3dfeats/M003P005A028R002.npy,Shrug And Sink The Shoulders
4404,datasets/motions/flag_subset_guoh3dfeats/M003P005A028R003.npy,Shrug And Sink The Shoulders
4405,datasets/motions/flag_subset_guoh3dfeats/M003P005A029R001.npy,Four-way Nod Head
4406,datasets/motions/flag_subset_guoh3dfeats/M003P005A029R002.npy,Four-way Nod Head
4407,datasets/motions/flag_subset_guoh3dfeats/M003P005A029R003.npy,Four-way Nod Head
4408,datasets/motions/flag_subset_guoh3dfeats/M003P005A030R001.npy,Lying Alternate Upper-half Leg Raise
4409,datasets/motions/flag_subset_guoh3dfeats/M003P005A030R002.npy,Lying Alternate Upper-half Leg Raise
4410,datasets/motions/flag_subset_guoh3dfeats/M003P005A030R003.npy,Lying Alternate Upper-half Leg Raise
4411,datasets/motions/flag_subset_guoh3dfeats/M003P005A031R001.npy,Half Roll Back
4412,datasets/motions/flag_subset_guoh3dfeats/M003P005A031R002.npy,Half Roll Back
4413,datasets/motions/flag_subset_guoh3dfeats/M003P005A031R003.npy,Half Roll Back
4414,datasets/motions/flag_subset_guoh3dfeats/M003P005A032R001.npy,Kneeling Right-side Torso Twist
4415,datasets/motions/flag_subset_guoh3dfeats/M003P005A032R002.npy,Kneeling Right-side Torso Twist
4416,datasets/motions/flag_subset_guoh3dfeats/M003P005A032R003.npy,Kneeling Right-side Torso Twist
4417,datasets/motions/flag_subset_guoh3dfeats/M003P005A033R001.npy,Left-side Knee Raise And Abdominal Muscles Contract
4418,datasets/motions/flag_subset_guoh3dfeats/M003P005A033R002.npy,Left-side Knee Raise And Abdominal Muscles Contract
4419,datasets/motions/flag_subset_guoh3dfeats/M003P005A033R003.npy,Left-side Knee Raise And Abdominal Muscles Contract
4420,datasets/motions/flag_subset_guoh3dfeats/M003P005A034R001.npy,Kneeling Right Leg Backward Stretch
4421,datasets/motions/flag_subset_guoh3dfeats/M003P005A034R002.npy,Kneeling Right Leg Backward Stretch
4422,datasets/motions/flag_subset_guoh3dfeats/M003P005A034R003.npy,Kneeling Right Leg Backward Stretch
4423,datasets/motions/flag_subset_guoh3dfeats/M003P005A035R001.npy,Kneeling Right Arm Raise
4424,datasets/motions/flag_subset_guoh3dfeats/M003P005A035R002.npy,Kneeling Right Arm Raise
4425,datasets/motions/flag_subset_guoh3dfeats/M003P005A035R003.npy,Kneeling Right Arm Raise
4426,datasets/motions/flag_subset_guoh3dfeats/M003P005A036R001.npy,Shoulder Bridge
4427,datasets/motions/flag_subset_guoh3dfeats/M003P005A036R002.npy,Shoulder Bridge
4428,datasets/motions/flag_subset_guoh3dfeats/M003P005A036R003.npy,Shoulder Bridge
4429,datasets/motions/flag_subset_guoh3dfeats/M003P005A037R001.npy,Prone Press-ups
4430,datasets/motions/flag_subset_guoh3dfeats/M003P005A037R002.npy,Prone Press-ups
4431,datasets/motions/flag_subset_guoh3dfeats/M003P005A037R003.npy,Prone Press-ups
4432,datasets/motions/flag_subset_guoh3dfeats/M003P005A038R001.npy,Bent-over Torso Rotation
4433,datasets/motions/flag_subset_guoh3dfeats/M003P005A038R002.npy,Bent-over Torso Rotation
4434,datasets/motions/flag_subset_guoh3dfeats/M003P005A038R003.npy,Bent-over Torso Rotation
4435,datasets/motions/flag_subset_guoh3dfeats/M003P005A039R001.npy,Lying Arm Pull
4436,datasets/motions/flag_subset_guoh3dfeats/M003P005A039R002.npy,Lying Arm Pull
4437,datasets/motions/flag_subset_guoh3dfeats/M003P005A039R003.npy,Lying Arm Pull
4438,datasets/motions/flag_subset_guoh3dfeats/M003P005A040R001.npy,Prone Press Up With Torso Rotation
4439,datasets/motions/flag_subset_guoh3dfeats/M003P005A040R002.npy,Prone Press Up With Torso Rotation
4440,datasets/motions/flag_subset_guoh3dfeats/M003P005A040R003.npy,Prone Press Up With Torso Rotation
4441,datasets/motions/flag_subset_guoh3dfeats/M003P005A041R001.npy,Breaststroke Push-ups
4442,datasets/motions/flag_subset_guoh3dfeats/M003P005A041R002.npy,Breaststroke Push-ups
4443,datasets/motions/flag_subset_guoh3dfeats/M003P005A041R003.npy,Breaststroke Push-ups
4444,datasets/motions/flag_subset_guoh3dfeats/M003P005A042R001.npy,Sit-ups
4445,datasets/motions/flag_subset_guoh3dfeats/M003P005A042R002.npy,Sit-ups
4446,datasets/motions/flag_subset_guoh3dfeats/M003P005A042R003.npy,Sit-ups
4447,datasets/motions/flag_subset_guoh3dfeats/M003P005A043R001.npy,Side-lying Left Leg Forward Raise
4448,datasets/motions/flag_subset_guoh3dfeats/M003P005A043R002.npy,Side-lying Left Leg Forward Raise
4449,datasets/motions/flag_subset_guoh3dfeats/M003P005A043R003.npy,Side-lying Left Leg Forward Raise
4450,datasets/motions/flag_subset_guoh3dfeats/M003P005A044R001.npy,Right Leg Reverse Lunge
4451,datasets/motions/flag_subset_guoh3dfeats/M003P005A044R002.npy,Right Leg Reverse Lunge
4452,datasets/motions/flag_subset_guoh3dfeats/M003P005A044R003.npy,Right Leg Reverse Lunge
4453,datasets/motions/flag_subset_guoh3dfeats/M003P005A045R001.npy,Kneeling Left Knee Lift
4454,datasets/motions/flag_subset_guoh3dfeats/M003P005A045R002.npy,Kneeling Left Knee Lift
4455,datasets/motions/flag_subset_guoh3dfeats/M003P005A045R003.npy,Kneeling Left Knee Lift
4456,datasets/motions/flag_subset_guoh3dfeats/M003P005A046R001.npy,Alternate Reverse Lunge
4457,datasets/motions/flag_subset_guoh3dfeats/M003P005A046R002.npy,Alternate Reverse Lunge
4458,datasets/motions/flag_subset_guoh3dfeats/M003P005A046R003.npy,Alternate Reverse Lunge
4459,datasets/motions/flag_subset_guoh3dfeats/M003P005A047R001.npy,Side-lying Right Leg Backward Kick
4460,datasets/motions/flag_subset_guoh3dfeats/M003P005A047R002.npy,Side-lying Right Leg Backward Kick
4461,datasets/motions/flag_subset_guoh3dfeats/M003P005A047R003.npy,Side-lying Right Leg Backward Kick
4462,datasets/motions/flag_subset_guoh3dfeats/M003P005A048R001.npy,Left Leg Lunge With Knee Lift
4463,datasets/motions/flag_subset_guoh3dfeats/M003P005A048R002.npy,Left Leg Lunge With Knee Lift
4464,datasets/motions/flag_subset_guoh3dfeats/M003P005A048R003.npy,Left Leg Lunge With Knee Lift
4465,datasets/motions/flag_subset_guoh3dfeats/M003P005A049R001.npy,Sumo Squat
4466,datasets/motions/flag_subset_guoh3dfeats/M003P005A049R002.npy,Sumo Squat
4467,datasets/motions/flag_subset_guoh3dfeats/M003P005A049R003.npy,Sumo Squat
4468,datasets/motions/flag_subset_guoh3dfeats/M003P005A050R001.npy,Straight Leg Calf Raise
4469,datasets/motions/flag_subset_guoh3dfeats/M003P005A050R002.npy,Straight Leg Calf Raise
4470,datasets/motions/flag_subset_guoh3dfeats/M003P005A050R003.npy,Straight Leg Calf Raise
4471,datasets/motions/flag_subset_guoh3dfeats/M003P005A051R001.npy,Squat Jump
4472,datasets/motions/flag_subset_guoh3dfeats/M003P005A051R002.npy,Squat Jump
4473,datasets/motions/flag_subset_guoh3dfeats/M003P005A051R003.npy,Squat Jump
4474,datasets/motions/flag_subset_guoh3dfeats/M003P005A052R001.npy,Squat With Alternate Knee Lift
4475,datasets/motions/flag_subset_guoh3dfeats/M003P005A052R002.npy,Squat With Alternate Knee Lift
4476,datasets/motions/flag_subset_guoh3dfeats/M003P005A052R003.npy,Squat With Alternate Knee Lift
4477,datasets/motions/flag_subset_guoh3dfeats/M003P005A053R001.npy,Standing Alternate Butt Kick
4478,datasets/motions/flag_subset_guoh3dfeats/M003P005A053R002.npy,Standing Alternate Butt Kick
4479,datasets/motions/flag_subset_guoh3dfeats/M003P005A053R003.npy,Standing Alternate Butt Kick
4480,datasets/motions/flag_subset_guoh3dfeats/M003P005A054R001.npy,Knee Warm-up
4481,datasets/motions/flag_subset_guoh3dfeats/M003P005A054R002.npy,Knee Warm-up
4482,datasets/motions/flag_subset_guoh3dfeats/M003P005A054R003.npy,Knee Warm-up
4483,datasets/motions/flag_subset_guoh3dfeats/M003P005A055R001.npy,Butt Kicks
4484,datasets/motions/flag_subset_guoh3dfeats/M003P005A055R002.npy,Butt Kicks
4485,datasets/motions/flag_subset_guoh3dfeats/M003P005A055R003.npy,Butt Kicks
4486,datasets/motions/flag_subset_guoh3dfeats/M003P005A056R001.npy,Jump Left and Right
4487,datasets/motions/flag_subset_guoh3dfeats/M003P005A056R002.npy,Jump Left and Right
4488,datasets/motions/flag_subset_guoh3dfeats/M003P005A056R003.npy,Jump Left and Right
4489,datasets/motions/flag_subset_guoh3dfeats/M003P005A057R001.npy,Jumping Jacks
4490,datasets/motions/flag_subset_guoh3dfeats/M003P005A057R002.npy,Jumping Jacks
4491,datasets/motions/flag_subset_guoh3dfeats/M003P005A057R003.npy,Jumping Jacks
4492,datasets/motions/flag_subset_guoh3dfeats/M003P005A058R001.npy,High Knee
4493,datasets/motions/flag_subset_guoh3dfeats/M003P005A058R002.npy,High Knee
4494,datasets/motions/flag_subset_guoh3dfeats/M003P005A058R003.npy,High Knee
4495,datasets/motions/flag_subset_guoh3dfeats/M003P005A059R001.npy,Clap Jacks
4496,datasets/motions/flag_subset_guoh3dfeats/M003P005A059R002.npy,Clap Jacks
4497,datasets/motions/flag_subset_guoh3dfeats/M003P005A059R003.npy,Clap Jacks
4498,datasets/motions/flag_subset_guoh3dfeats/M003P005A060R001.npy,Run In Place With Arm Swing
4499,datasets/motions/flag_subset_guoh3dfeats/M003P005A060R002.npy,Run In Place With Arm Swing
4500,datasets/motions/flag_subset_guoh3dfeats/M003P005A060R003.npy,Run In Place With Arm Swing
4501,datasets/motions/flag_subset_guoh3dfeats/M003P006A001R001.npy,Svend Press
4502,datasets/motions/flag_subset_guoh3dfeats/M003P006A001R002.npy,Svend Press
4503,datasets/motions/flag_subset_guoh3dfeats/M003P006A001R003.npy,Svend Press
4504,datasets/motions/flag_subset_guoh3dfeats/M003P006A002R001.npy,Kneeling Push-ups
4505,datasets/motions/flag_subset_guoh3dfeats/M003P006A002R002.npy,Kneeling Push-ups
4506,datasets/motions/flag_subset_guoh3dfeats/M003P006A002R003.npy,Kneeling Push-ups
4507,datasets/motions/flag_subset_guoh3dfeats/M003P006A003R001.npy,Standing Straight-arm Chest Press With Resistance Band
4508,datasets/motions/flag_subset_guoh3dfeats/M003P006A003R002.npy,Standing Straight-arm Chest Press With Resistance Band
4509,datasets/motions/flag_subset_guoh3dfeats/M003P006A003R003.npy,Standing Straight-arm Chest Press With Resistance Band
4510,datasets/motions/flag_subset_guoh3dfeats/M003P006A004R001.npy,Small Dumbbell Floor Flies
4511,datasets/motions/flag_subset_guoh3dfeats/M003P006A004R002.npy,Small Dumbbell Floor Flies
4512,datasets/motions/flag_subset_guoh3dfeats/M003P006A004R003.npy,Small Dumbbell Floor Flies
4513,datasets/motions/flag_subset_guoh3dfeats/M003P006A005R001.npy,Chest Fly
4514,datasets/motions/flag_subset_guoh3dfeats/M003P006A005R002.npy,Chest Fly
4515,datasets/motions/flag_subset_guoh3dfeats/M003P006A005R003.npy,Chest Fly
4516,datasets/motions/flag_subset_guoh3dfeats/M003P006A006R001.npy,Push-ups
4517,datasets/motions/flag_subset_guoh3dfeats/M003P006A006R002.npy,Push-ups
4518,datasets/motions/flag_subset_guoh3dfeats/M003P006A006R003.npy,Push-ups
4519,datasets/motions/flag_subset_guoh3dfeats/M003P006A007R001.npy,Bent-over W-shape Stretch
4520,datasets/motions/flag_subset_guoh3dfeats/M003P006A007R002.npy,Bent-over W-shape Stretch
4521,datasets/motions/flag_subset_guoh3dfeats/M003P006A007R003.npy,Bent-over W-shape Stretch
4522,datasets/motions/flag_subset_guoh3dfeats/M003P006A008R001.npy,Bent-over Y-shape Stretch
4523,datasets/motions/flag_subset_guoh3dfeats/M003P006A008R002.npy,Bent-over Y-shape Stretch
4524,datasets/motions/flag_subset_guoh3dfeats/M003P006A008R003.npy,Bent-over Y-shape Stretch
4525,datasets/motions/flag_subset_guoh3dfeats/M003P006A009R001.npy,Bent-over A-shape Stretch
4526,datasets/motions/flag_subset_guoh3dfeats/M003P006A009R002.npy,Bent-over A-shape Stretch
4527,datasets/motions/flag_subset_guoh3dfeats/M003P006A009R003.npy,Bent-over A-shape Stretch
4528,datasets/motions/flag_subset_guoh3dfeats/M003P006A010R001.npy,Squat With Arm Lift
4529,datasets/motions/flag_subset_guoh3dfeats/M003P006A010R002.npy,Squat With Arm Lift
4530,datasets/motions/flag_subset_guoh3dfeats/M003P006A010R003.npy,Squat With Arm Lift
4531,datasets/motions/flag_subset_guoh3dfeats/M003P006A011R001.npy,Breaststroke Arm Pull
4532,datasets/motions/flag_subset_guoh3dfeats/M003P006A011R002.npy,Breaststroke Arm Pull
4533,datasets/motions/flag_subset_guoh3dfeats/M003P006A011R003.npy,Breaststroke Arm Pull
4534,datasets/motions/flag_subset_guoh3dfeats/M003P006A012R001.npy,Prone Y-shape Stretch
4535,datasets/motions/flag_subset_guoh3dfeats/M003P006A012R002.npy,Prone Y-shape Stretch
4536,datasets/motions/flag_subset_guoh3dfeats/M003P006A012R003.npy,Prone Y-shape Stretch
4537,datasets/motions/flag_subset_guoh3dfeats/M003P006A013R001.npy,Lateral Raise Forward Circles
4538,datasets/motions/flag_subset_guoh3dfeats/M003P006A013R002.npy,Lateral Raise Forward Circles
4539,datasets/motions/flag_subset_guoh3dfeats/M003P006A013R003.npy,Lateral Raise Forward Circles
4540,datasets/motions/flag_subset_guoh3dfeats/M003P006A014R001.npy,Lateral Raise Backward Circles
4541,datasets/motions/flag_subset_guoh3dfeats/M003P006A014R002.npy,Lateral Raise Backward Circles
4542,datasets/motions/flag_subset_guoh3dfeats/M003P006A014R003.npy,Lateral Raise Backward Circles
4543,datasets/motions/flag_subset_guoh3dfeats/M003P006A015R001.npy,Lying Shoulder Joint Upward Round
4544,datasets/motions/flag_subset_guoh3dfeats/M003P006A015R002.npy,Lying Shoulder Joint Upward Round
4545,datasets/motions/flag_subset_guoh3dfeats/M003P006A015R003.npy,Lying Shoulder Joint Upward Round
4546,datasets/motions/flag_subset_guoh3dfeats/M003P006A016R001.npy,Lying Shoulder Joint Downward Round
4547,datasets/motions/flag_subset_guoh3dfeats/M003P006A016R002.npy,Lying Shoulder Joint Downward Round
4548,datasets/motions/flag_subset_guoh3dfeats/M003P006A016R003.npy,Lying Shoulder Joint Downward Round
4549,datasets/motions/flag_subset_guoh3dfeats/M003P006A017R001.npy,Bare-handed Full Lateral Raise
4550,datasets/motions/flag_subset_guoh3dfeats/M003P006A017R002.npy,Bare-handed Full Lateral Raise
4551,datasets/motions/flag_subset_guoh3dfeats/M003P006A017R003.npy,Bare-handed Full Lateral Raise
4552,datasets/motions/flag_subset_guoh3dfeats/M003P006A018R001.npy,Bare-handed Cuban Press
4553,datasets/motions/flag_subset_guoh3dfeats/M003P006A018R002.npy,Bare-handed Cuban Press
4554,datasets/motions/flag_subset_guoh3dfeats/M003P006A018R003.npy,Bare-handed Cuban Press
4555,datasets/motions/flag_subset_guoh3dfeats/M003P006A019R001.npy,Fortune Cat
4556,datasets/motions/flag_subset_guoh3dfeats/M003P006A019R002.npy,Fortune Cat
4557,datasets/motions/flag_subset_guoh3dfeats/M003P006A019R003.npy,Fortune Cat
4558,datasets/motions/flag_subset_guoh3dfeats/M003P006A020R001.npy,Dumbbell Curls
4559,datasets/motions/flag_subset_guoh3dfeats/M003P006A020R002.npy,Dumbbell Curls
4560,datasets/motions/flag_subset_guoh3dfeats/M003P006A020R003.npy,Dumbbell Curls
4561,datasets/motions/flag_subset_guoh3dfeats/M003P006A021R001.npy,Alternate Dumbbell Curls
4562,datasets/motions/flag_subset_guoh3dfeats/M003P006A021R002.npy,Alternate Dumbbell Curls
4563,datasets/motions/flag_subset_guoh3dfeats/M003P006A021R003.npy,Alternate Dumbbell Curls
4564,datasets/motions/flag_subset_guoh3dfeats/M003P006A022R001.npy,Right-side Kettlebell Bent-over Row
4565,datasets/motions/flag_subset_guoh3dfeats/M003P006A022R002.npy,Right-side Kettlebell Bent-over Row
4566,datasets/motions/flag_subset_guoh3dfeats/M003P006A022R003.npy,Right-side Kettlebell Bent-over Row
4567,datasets/motions/flag_subset_guoh3dfeats/M003P006A023R001.npy,Wrist Joint Warm-up
4568,datasets/motions/flag_subset_guoh3dfeats/M003P006A023R002.npy,Wrist Joint Warm-up
4569,datasets/motions/flag_subset_guoh3dfeats/M003P006A023R003.npy,Wrist Joint Warm-up
4570,datasets/motions/flag_subset_guoh3dfeats/M003P006A024R001.npy,Right-side Bent-over Tricep Extension With Resistance Band
4571,datasets/motions/flag_subset_guoh3dfeats/M003P006A024R002.npy,Right-side Bent-over Tricep Extension With Resistance Band
4572,datasets/motions/flag_subset_guoh3dfeats/M003P006A024R003.npy,Right-side Bent-over Tricep Extension With Resistance Band
4573,datasets/motions/flag_subset_guoh3dfeats/M003P006A025R001.npy,Bent-over Dumbbell Tricep Extension
4574,datasets/motions/flag_subset_guoh3dfeats/M003P006A025R002.npy,Bent-over Dumbbell Tricep Extension
4575,datasets/motions/flag_subset_guoh3dfeats/M003P006A025R003.npy,Bent-over Dumbbell Tricep Extension
4576,datasets/motions/flag_subset_guoh3dfeats/M003P006A026R001.npy,Nod And Raise Head
4577,datasets/motions/flag_subset_guoh3dfeats/M003P006A026R002.npy,Nod And Raise Head
4578,datasets/motions/flag_subset_guoh3dfeats/M003P006A026R003.npy,Nod And Raise Head
4579,datasets/motions/flag_subset_guoh3dfeats/M003P006A027R001.npy,Two-way Head Turn
4580,datasets/motions/flag_subset_guoh3dfeats/M003P006A027R002.npy,Two-way Head Turn
4581,datasets/motions/flag_subset_guoh3dfeats/M003P006A027R003.npy,Two-way Head Turn
4582,datasets/motions/flag_subset_guoh3dfeats/M003P006A028R001.npy,Shrug And Sink The Shoulders
4583,datasets/motions/flag_subset_guoh3dfeats/M003P006A028R002.npy,Shrug And Sink The Shoulders
4584,datasets/motions/flag_subset_guoh3dfeats/M003P006A028R003.npy,Shrug And Sink The Shoulders
4585,datasets/motions/flag_subset_guoh3dfeats/M003P006A029R001.npy,Four-way Nod Head
4586,datasets/motions/flag_subset_guoh3dfeats/M003P006A029R002.npy,Four-way Nod Head
4587,datasets/motions/flag_subset_guoh3dfeats/M003P006A029R003.npy,Four-way Nod Head
4588,datasets/motions/flag_subset_guoh3dfeats/M003P006A030R001.npy,Lying Alternate Upper-half Leg Raise
4589,datasets/motions/flag_subset_guoh3dfeats/M003P006A030R002.npy,Lying Alternate Upper-half Leg Raise
4590,datasets/motions/flag_subset_guoh3dfeats/M003P006A030R003.npy,Lying Alternate Upper-half Leg Raise
4591,datasets/motions/flag_subset_guoh3dfeats/M003P006A031R001.npy,Half Roll Back
4592,datasets/motions/flag_subset_guoh3dfeats/M003P006A031R002.npy,Half Roll Back
